gamma,delta_left,delta_right,Z_prime,abs_Z_prime,inv_abs_Z_prime,delta_min,delta_geom,delta_prod,log_delta_sum
73604.056884057,0.5390693250083132,0.5304112419980811,6.708417514831956,6.708417514831956,0.1490664523770402,0.5304112419980811,0.5347227601297018,0.2859284302007266,-1.2520137435319556
74207.47669534,1.4235775970009854,0.29945043299812824,-4.91009180104485,4.91009180104485,0.2036621799590801,0.29945043299812824,0.6529095862586028,0.42629092782837996,-0.8526332366281779
76040.943857818,0.6268697140039876,0.8688640589971328,9.086373935155246,9.086373935155246,0.11005490277381089,0.6268697140039876,0.738013932234261,0.5446645641718765,-0.6075851523873026
80184.595261494,0.4393998220039066,0.5413966630003415,-5.579506793078868,5.579506793078868,0.17922731113804824,0.4393998220039066,0.4877392719023752,0.23788959735585907,-1.4359485895907769
80614.452879961,0.4151540320017375,0.7722447310079588,4.098196203717354,4.098196203717354,0.24400979120836852,0.4151540320017375,0.5662159603632269,0.3206005137700513,-1.1375594362812957
81435.090203968,0.2805964639992453,0.956564463005634,-4.69470489782348,4.69470489782348,0.21300593365593898,0.2805964639992453,0.518081659496568,0.26840860590671783,-1.3152448106627326
82648.154559969,0.603901695998502,0.8872757259960053,9.079689633174267,9.079689633174267,0.11013592318688091,0.603901695998502,0.7320022648512022,0.5358273157472897,-0.623943341933185
83011.540644948,0.1887512570101535,0.7812701849907171,-1.7565600459194932,1.7565600459194932,0.569294515335818,0.1887512570101535,0.38401266838680337,0.147465729481553,-1.9141594726959081
83453.200592723,0.5264403520122869,0.5083824299945263,3.5345981218880214,3.5345981218880214,0.2829175950180853,0.5083824299945263,0.517332606166652,0.26763302540318024,-1.318138545027538
83590.819814254,0.5806316740054172,0.6412592259875964,6.833139726043491,6.833139726043491,0.1463456097917403,0.5806316740054172,0.6101929349448387,0.37233541785659624,-0.9879601700561729
83752.777972191,0.9888871779985493,0.5454154439939884,7.847142653359812,7.847142653359812,0.1274349204766709,0.5454154439939884,0.7344074749402004,0.5393543392480411,-0.61738252286435
84410.947849479,0.22973056499904487,1.2835293840034865,10.087444502221524,10.087444502221524,0.09913313523358402,0.22973056499904487,0.5430155896288771,0.294865930579997,-1.2212344985564743
85802.112408784,0.941313650997472,0.47410618400317617,5.06230181026907,5.06230181026907,0.19753859755486372,0.47410618400317617,0.6680438780682815,0.446282623024509,-0.8068028437434882
85826.899202281,0.3709578319976572,0.47870427400630433,4.175520367640881,4.175520367640881,0.23949110816216376,0.3709578319976572,0.42140135222064856,0.1775790996533911,-1.7283391374809596
87012.757705979,0.9718534950079629,0.9523473859881051,27.993793654162495,27.993793654162495,0.035722203726800225,0.9523473859881051,0.9620510046428087,0.9255421355342375,-0.0773756206853784
87182.785714118,0.5627870540047297,1.0199990249966504,-14.625614367564006,14.625614367564006,0.06837319615220763,0.5627870540047297,0.7576557571651927,0.5740422463655616,-0.5550522854309106
87735.446111033,0.547223194007529,0.5751109910052037,4.8359227112594745,4.8359227112594745,0.20678576968810955,0.547223194007529,0.5609938265317211,0.3147140734067028,-1.1560907558395472
88300.128710568,1.3159171029983554,0.3496147270052461,-11.848826075293482,11.848826075293482,0.08439654642962012,0.3496147270052461,0.6782801771586019,0.4600639987263043,-0.7763896715104734
88334.436521087,0.4563639679981861,0.6313242110045394,9.831604686175687,9.831604686175687,0.10171279581715785,0.4563639679981861,0.5367621652346184,0.28811362202735574,-1.2444003557207914
88392.299455759,0.1591414559952682,1.0279083360073855,2.4270706443994956,2.4270706443994956,0.4120193214431216,0.1591414559952682,0.40445374175780435,0.1635828292218887,-1.8104358161781677
89644.290253138,0.7510567459976301,0.5444659019995015,5.578951911501458,5.578951911501458,0.1792451370549403,0.5444659019995015,0.6394722735681432,0.40892478866241017,-0.8942240306502749
90013.155109862,1.1129023529938422,0.546473246999085,19.78200754588775,19.78200754588775,0.050550986682232776,0.546473246999085,0.7798534236851608,0.6081713624334668,-0.49729859061944715
90472.546154751,0.7424829740048153,0.5411510599951725,7.771348835778981,7.771348835778981,0.12867779083549047,0.5411510599951725,0.6338733693815145,0.40179544841107395,-0.9118121546617969
90888.46227195,0.9048042780050309,0.7107898579997709,9.480382371209643,9.480382371209643,0.1054809775433568,0.7107898579997709,0.8019511857219124,0.6431257042807812,-0.4414150773028289
91789.955000969,0.7255603249941487,0.98771455300448,-16.50660128423851,16.50660128423851,0.06058182316155294,0.7255603249941487,0.8465497575921812,0.7166464920793808,-0.33317259751168404
92556.580800055,0.41135991099872626,0.9085610670008464,4.437281481120776,4.437281481120776,0.2253632103923726,0.41135991099872626,0.6113473641542719,0.37374559965837595,-0.9841799278358441
93097.049907794,1.2316458900022553,0.36197709999396466,-9.126947452147327,9.126947452147327,0.10956565765750374,0.36197709999396466,0.667703233092743,0.445827607482502,-0.8078229319924596
93128.028569865,0.7392020409897668,0.6195240730012301,-6.730345961822108,6.730345961822108,0.14858077217315435,0.6195240730012301,0.6767225865927652,0.4579534592048026,-0.7809877174881186
94422.922532524,0.3038710349937901,0.9299873260024469,4.08414401299461,4.08414401299461,0.24484934831344787,0.3038710349937901,0.5315977908940845,0.28259621128347084,-1.2637362154618104
95132.851684002,0.46144386900414247,0.8129800599999726,-13.498882418379115,13.498882418379115,0.07408020671685171,0.46144386900414247,0.6124905422205369,0.37514466430960725,-0.9804435559101311
95229.523310969,0.6788617660058662,0.911663138991571,-10.630253963239998,10.630253963239998,0.09407112976397883,0.6788617660058662,0.786697685606275,0.6188932485382694,-0.479822479105065
