k,Im_rho_0,Re_eps,Im_eps,delta_Re,delta_Im,Ck_Re,Ck_Im
30536,385146.339913867,0.49999684841170033,385146.3399205745,-3.151588299665775e-06,6.707501597702503e-06,-0.3785028760488252,0.8055648150812488
30537,385147.383407342,0.5000131285630277,385147.3833985655,1.3128563027708928e-05,-8.776492904871702e-06,1.5767284276639444,-1.0540487812029056
30538,385150.5775927,0.499999720044865,385150.57759600814,-2.799551350185503e-07,3.308115992695093e-06,-0.033622355997576174,0.3973017090052642
30539,385184.410615881,0.4999998781819756,385184.41062907194,-1.218180243900413e-07,1.319096190854907e-05,-0.01463023345755737,1.5842224762561181
30540,385189.112182782,0.5000189589625443,385189.1121683749,1.8958962544335378e-05,-1.4407094568014145e-05,2.2769540839753426,-1.7302788978113235
30541,385196.268225791,0.49999451643288245,385196.2682223294,-5.483567117547938e-06,-3.4616095945239067e-06,-0.6585714019876174,-0.4157361503799388
30542,385198.022189061,0.5000021891814435,385198.02219145576,2.1891814434571444e-06,2.394779585301876e-06,0.26291869170510684,0.28761084074207904
30543,385213.351239242,0.49999348816302797,385213.3512391089,-6.5118369720340574e-06,-1.3312092050909996e-07,-0.7820656722635217,-0.015987700957103078
30544,385236.335477867,0.5000081570232908,385236.3354766459,8.157023290822352e-06,-1.2210803106427193e-06,0.979651046394904,-0.14665062994232986
30545,385253.192474651,0.5000187311350988,385253.1924696031,1.8731135098759566e-05,-5.0478847697377205e-06,2.24959221586508,-0.6062463499789651
30546,385268.863465142,0.49999059429751563,385268.86346526485,-9.40570248436634e-06,1.2281816452741623e-07,-1.1296162769641536,0.014750349374502621
30547,385312.288231605,0.49999964976918265,385312.288235277,-3.502308173475299e-07,3.671972081065178e-06,-0.04206240125368823,0.4410004928630916
30548,385328.178507966,0.4999952283565703,385328.1784991467,-4.771643429712924e-06,-8.8192755356431e-06,-0.5730700173678638,-1.0591869360798056
30549,385351.225569441,0.5000190356864892,385351.2255604258,1.90356864891994e-05,-9.015202522277832e-06,2.286168559671906,-1.0827175882099365
30550,385353.585369618,0.5000014487443444,385353.58536913054,1.448744344378916e-06,-4.874891601502895e-07,0.17399287243991932,-0.058547002849032914
30551,385359.934733553,0.49999631819791845,385359.934733329,-3.681802081545449e-06,-2.2398307919502258e-07,-0.4421810669417993,-0.026900163219472077
30552,385360.763884205,0.5000023492594156,385360.76388931595,2.349259415557192e-06,5.110923666507006e-06,0.28214390993502514,0.6138172638996221
30553,385374.706613649,0.5000067758806206,385374.7066175191,6.775880620590868e-06,3.870110958814621e-06,0.8137770732710001,0.46479679109570154
30554,385380.471026968,0.49999577292372804,385380.47103240807,-4.227076271956509e-06,5.440087988972664e-06,-0.5076679991428322,0.6533495983606705
30555,385398.017550748,0.4999985593377781,385398.0175473089,-1.4406622219076404e-06,-3.4391414374113083e-06,-0.17302221691353564,-0.4130377452337028
30556,385409.179631282,0.49998416744746854,385409.17960612476,-1.5832552531458433e-05,-2.5157234631478786e-05,-1.9014750971713674,-3.021360899981651
30557,385415.724270392,0.5000036062218463,385415.7242680245,3.6062218462529216e-06,-2.36748019233346e-06,0.433103949720079,-0.2843322085825332
30558,385420.219672953,0.5000016729800115,385420.2196670767,1.6729800115244942e-06,-5.876296199858189e-06,0.20092337124153284,-0.7057378060443306
30559,385420.696067747,0.49999917213764355,385420.6960738578,-8.278623564450527e-07,6.110756658017635e-06,-0.09942551281848602,0.7338962929071252
30560,385422.285734162,0.4999982730330108,385422.28573043074,-1.7269669891906148e-06,-3.731285687536001e-06,-0.20740715794615328,-0.4481240028216784
30561,385435.854405259,0.4999932958439644,385435.85441167135,-6.704156035597375e-06,6.41233054921031e-06,-0.8051630161283445,0.7701150417740911
30562,385443.339200483,0.5000007251693824,385443.3391916872,7.251693824317229e-07,-8.795817848294973e-06,0.08709218044186352,-1.0563696892561447
30563,385443.626738728,0.500002120324301,385443.6267459095,2.120324301024823e-06,7.181486580520868e-06,0.25464901179485294,0.8624899785677772
30564,385459.737876417,0.4999960201444115,385459.73787642305,-3.979855588476244e-06,6.05359673500061e-09,-0.4779770208745222,0.0007270314383641103
30565,385463.267402373,0.5000036073669194,385463.2674025998,3.6073669194003344e-06,2.2677704691886902e-07,0.4332414719591443,0.027235716191024745
30566,385472.036751646,0.4999990234946881,385472.036749636,-9.765053118893086e-07,-2.0100269466638565e-06,-0.11727739599307922,-0.24140240028451398
30567,385472.840209718,0.49999405009373954,385472.84021225426,-5.949906260460658e-06,2.5362824089825153e-06,-0.7145783070853827,0.3046052006138401
30568,385486.919664405,0.4999982455218587,385486.919650643,-1.754478141324789e-06,-1.3761979062110186e-05,-0.21071122218808044,-1.6528011148171944
30569,385493.201456546,0.49999294639087644,385493.2014619735,-7.053609123564009e-06,5.4274569265544415e-06,-0.8471320127937849,0.6518326193017763
30570,385507.969994549,0.4999992481785688,385507.969993657,-7.518214312218774e-07,-8.919741958379745e-07,-0.09029306715690079,-0.1071252861681887
30571,385538.150881612,0.5000034260659386,385538.15087994654,3.426065938616496e-06,-1.6654375940561295e-06,0.4114673897719395,-0.20001753379301848
30572,385546.504303046,0.5000027940404503,385546.50430286553,2.7940404503379312e-06,-1.8044374883174896e-07,0.33556170593786466,-0.021671129412776362
30573,385550.581201127,0.500003339573893,385550.5812002942,3.339573892979786e-06,-8.327770046889782e-07,0.40107977409500833,-0.10001575758341659
30574,385552.790068654,0.49999771061242976,385552.79007064586,-2.2893875702423294e-06,1.9918661564588547e-06,-0.27495335600117876,0.23922130596942165
30575,385559.401220388,0.5000018321351536,385559.40122187533,1.832135153589931e-06,1.4873221516609192e-06,0.22003775842723083,0.178626031856536
30576,385561.286281604,0.5000142683465336,385561.28626927553,1.426834653361908e-05,-1.2328498996794224e-05,1.7136153856164653,-1.4806414683499545
30577,385570.663133755,0.4999994043847739,385570.66313372,-5.956152260844227e-07,-3.498280420899391e-08,-0.07153284460261936,-0.004201402831315675
30578,385572.059804009,0.4999996009592514,385572.05980439956,-3.9904074861096817e-07,3.905734047293663e-07,-0.047924429414192594,0.0469075091482998
30579,385574.521741924,0.4999999205794946,385574.5217424369,-7.942050539444523e-08,5.129259079694748e-07,-0.009538330153160138,0.061601933027543646
30580,385589.605204076,0.49999685893091944,385589.60520411155,-3.1410690805588892e-06,3.5564880818128586e-08,-0.3772395274426109,0.004271309700389148
30581,385591.200172142,0.5000089090970622,385591.20017216133,8.909097062193005e-06,1.932494342327118e-08,1.0699744193731788,0.002320908053239275
30582,385593.454472718,0.49998215957309083,385593.4544568511,-1.7840426909165874e-05,-1.5866884496062994e-05,-2.1426189758904273,-1.9055983347606842
30583,385595.01247688,0.49997665810960534,385595.012476815,-2.334189039465695e-05,-6.495974957942963e-08,-2.8033397153210173,-0.00780160658859949
30584,385600.891689613,0.49999922509480166,385600.8916915365,-7.749051983418909e-07,1.923530362546444e-06,-0.0930654065027135,0.231014239540196
30585,385604.065771028,0.49998510809433966,385604.06577554526,-1.4891905660341376e-05,4.517263732850552e-06,-1.7885042671610225,0.5425192481315878
30586,385627.586236077,0.49999105125635873,385627.5862349189,-8.948743641268297e-06,-1.1580996215343475e-06,-1.0747359373059262,-0.13908670670858017
30587,385683.787095934,0.5000001954912711,385683.7870972492,1.9549127105999986e-07,1.315202098339796e-06,0.02347832308759918,0.15795457067151028
30588,385688.311903118,0.5000026429151413,385688.31190535566,2.642915141293223e-06,2.2376771084964275e-06,0.31741169436330213,0.26874297677914893
30589,385713.3363338,0.5000026500742152,385713.33633972745,2.650074215182485e-06,5.9274607338011265e-06,0.3182714925981221,0.7118826198358889
30590,385719.189519488,0.5000049057418082,385719.1895207076,4.90574180822545e-06,1.2195669114589691e-06,0.5891751101383432,0.14646887208273882
30591,385744.488373347,0.49999568039468734,385744.4883768348,-4.319605312663732e-06,3.487803041934967e-06,-0.5187806524133869,0.418881959488245
30592,385757.83016766,0.4999887319792741,385757.83015805605,-1.1268020725874184e-05,-9.603973012417555e-06,-1.3532789966803243,-1.1534283862777535
30593,385784.234068872,0.49999981753144684,385784.2340682509,-1.8246855315595667e-07,-6.210757419466972e-07,-0.02191430656260586,-0.07459062930139476
30594,385790.112870341,0.5000013633073463,385790.1128704474,1.3633073463470424e-06,1.0640360414981842e-07,0.16373196701662165,0.012778975666630707
30595,385802.088872009,0.4999941718333017,385802.0888731497,-5.828166698307324e-06,1.1406955309212208e-06,-0.6999574968707846,0.13699649132328334
30596,385842.220201231,0.5000290975339126,385842.22021852736,2.909753391255876e-05,1.7296348232775927e-05,3.4945872444696198,2.077275623831317
30597,385852.977456245,0.4999966952776974,385852.9774579789,-3.304722302588381e-06,1.7338898032903671e-06,-0.39689412992333106,0.2082385815960588
30598,385859.513884499,0.499994256791354,385859.51389040233,-5.743208645991871e-06,5.9033045545220375e-06,-0.6897541123905477,0.7089814847693398
30599,385863.707862774,0.49999902895505827,385863.7078642067,-9.71044941733279e-07,1.4326651580631733e-06,-0.11662161052498125,0.17206177685053697
30600,385864.285094065,0.5000019286027401,385864.2850932199,1.9286027400644556e-06,-8.451170288026333e-07,0.2316234274468704,-0.1014977832077742
30601,385873.133158491,0.5000076840464988,385873.1331671652,7.684046498757091e-06,8.67422204464674e-06,0.9228469656969164,1.0417661443066966
30602,385899.479341744,0.49999528087339007,385899.4793466893,-4.7191266099311235e-06,4.945322871208191e-06,-0.5667627952822705,0.5939287596482192
30603,385904.448782283,0.5000100762072808,385904.44878544554,1.007620728077363e-05,3.162538632750511e-06,1.2101432905565082,0.3798180010499888
30604,385936.823010034,0.5000003810021645,385936.8230056823,3.8100216448455626e-07,-4.351662937551737e-06,0.04575801193751277,-0.522630743880185
30605,385959.577757638,0.5000005546219328,385959.5777611557,5.546219328245172e-07,3.5177217796444893e-06,0.066609587526423,0.4224751725586215
30606,385962.436993175,0.500007270964215,385962.43698836956,7.270964215044806e-06,-4.805449862033129e-06,0.8732361607429514,-0.5771301390098639
30607,386005.554792679,0.4999961756268408,386005.55479193793,-3.824373159211358e-06,-7.410417310893536e-07,-0.4593037231414209,-0.08899843501743737
30608,386008.638064454,0.4999964968414499,386008.6380678506,-3.5031585500777673e-06,3.3965916372835636e-06,-0.42072614199008307,0.40792755310443196
30609,386016.296149697,0.5000057217722313,386016.2961518434,5.72177223134851e-06,2.1464074961841106e-06,0.6871796185724472,0.2577815797084285
30610,386024.226423371,0.4999931292209169,386024.2264323824,-6.870779083123502e-06,9.011419024318457e-06,-0.8251742919384963,1.0822631935609588
30611,386033.504772595,0.5000013031269254,386033.50477652857,1.3031269253671596e-06,3.9335573092103004e-06,0.15650435342726723,0.47241663982471
30612,386036.76265522,0.49999133381270594,386036.76265811804,-8.666187294059657e-06,2.8980430215597153e-06,-1.0408011781003337,0.34805231974300305
30613,386052.973333161,0.4999988770437013,386052.97333322326,-1.1229562987269404e-06,6.228219717741013e-08,-0.13486602574021683,0.007480034990861519
30614,386061.322987095,0.5000218187892748,386061.32299149456,2.181878927476344e-05,4.3995678424835205e-06,2.620416662061168,0.5283840792049318
30615,386070.631070648,0.5000015931891902,386070.6310774021,1.5931891902409845e-06,6.754067726433277e-06,0.19134056648835202,0.8111573646071266
30616,386072.106033839,0.500002829437155,386072.10602284427,2.829437155016379e-06,-1.0994728654623032e-05,0.3398128178374945,-1.3204568685550004
30617,386081.192660266,0.49999978638871717,386081.1926617953,-2.1361128282881836e-07,1.5292898751795292e-06,-0.025654519949753957,0.18366631711673334
30618,386102.422525521,0.49999559784722436,386102.4225271208,-4.402152775639934e-06,1.5997793525457382e-06,-0.5286945273158732,0.1921320389615308
30619,386106.011332016,0.5000015534332575,386106.01133133564,1.5534332574729248e-06,-6.803311407566071e-07,0.18656591527698976,-0.08170714857307423
30620,386116.660739565,0.5000022957446365,386116.6607424941,2.2957446365046152e-06,2.929125912487507e-06,0.275716833852573,0.3517853465515265
30621,386128.416013753,0.49999702849078503,386128.4160130552,-2.9715092149662503e-06,-6.977934390306473e-07,-0.35687554246523545,-0.0838043546452784
30622,386140.804383187,0.49999754128705876,386140.8043860931,-2.4587129412445563e-06,2.9061338864266872e-06,-0.29528917839243907,0.3490240252231243
30623,386151.156401107,0.4999926971913642,386151.1564018379,-7.302808635811786e-06,7.309135980904102e-07,-0.8770606465895606,0.08778205549555897
30624,386154.15479379,0.49999940041721913,386154.1547915234,-5.995827808691345e-07,-2.266606315970421e-06,-0.07200934430819764,-0.27221734817210047
30625,386193.988220988,0.4999971533219949,386193.9882166741,-2.846678005097303e-06,-4.31394437327981e-06,-0.3418834281839818,-0.518100778764224
30626,386198.865782765,0.4999912226375604,386198.8657737488,-8.777362439593706e-06,-9.016192052513361e-06,-1.0541532115287628,-1.0828364298873614
30627,386212.410353369,0.5000226321532917,386212.4103393641,2.2632153291679558e-05,-1.4004937838762999e-05,2.7181009375453815,-1.6819802419684615
30628,386217.399126292,0.49999936926565425,386217.3991268879,-6.307343457523373e-07,5.959300324320793e-07,-0.0757506187960374,0.07157065255742077
30629,386218.691503373,0.5000005130229707,386218.6915053555,5.130229706606926e-07,1.9825529307127e-06,0.06161359016809937,0.23810279606424609
30630,386228.174646761,0.49999553434066474,386228.1746469716,-4.4656593352621066e-06,2.1059531718492508e-07,-0.5363216071179869,0.025292305230782217
30631,386229.425734609,0.49999822661715554,386229.42572897614,-1.7733828444610467e-06,-5.632871761918068e-06,-0.21298165976670758,-0.6765027533978045
30632,386230.090857549,0.49999684135309835,386230.0908580163,-3.158646901646467e-06,4.6729110181331635e-07,-0.3793506076991994,0.05612123449218343
30633,386256.202070362,0.500002016212561,386256.20207733806,2.016212561017916e-06,6.976071745157242e-06,0.2421452869183388,0.8378198444717488
30634,386258.431154742,0.49999568414729995,386258.4311614566,-4.31585270005419e-06,6.714602932333946e-06,-0.5183299670667129,0.8064176788839452
30635,386260.934005799,0.5000064066802465,386260.9340101824,6.40668024654012e-06,4.3833861127495766e-06,0.7694364455845316,0.5264406682446893
30636,386282.733597265,0.4999634539330532,386282.73360521905,-3.654606694680762e-05,7.954076863825321e-06,-4.389149258203095,0.9552773658889967
30637,386297.45646398,0.5000005687404189,386297.45647026156,5.687404188714495e-07,6.281537935137749e-06,0.06830520480447477,0.7544069682932819
30638,386317.909273092,0.500001025783472,386317.9092760571,1.0257834720528436e-06,2.9650982469320297e-06,0.12319565801679301,0.35610559106026707
30639,386327.256577253,0.499999349286444,386327.2565742335,-6.507135559830068e-07,-3.0194642022252083e-06,-0.07815010369522124,-0.3626348926317294
30640,386335.810905318,0.5000036577884546,386335.8109092588,3.657788454569655e-06,3.94077505916357e-06,0.43929705227666505,0.473283485001221
30641,386341.723898244,0.5000234216299144,386341.7238991425,2.342162991442187e-05,8.985516615211964e-07,2.8129163588086756,0.10791523378871894
30642,386388.623389963,0.5000007888938628,386388.62339711847,7.88893862790907e-07,7.155467756092548e-06,0.09474543232543789,0.8593651415201929
30643,386412.783362544,0.5000093800408789,386412.78336791636,9.380040878914642e-06,5.372334271669388e-06,1.1265343415893687,0.6452124388005184
30644,386432.807581114,0.5000112377507937,386432.80758322973,1.1237750793702261e-05,2.1157320588827133e-06,1.3496436054758036,0.2540974877082565
30645,386457.111799759,0.4999986623418439,386457.11180318083,-1.3376581560753387e-06,3.4218537621200085e-06,-0.1606515226936138,0.41096151122222063
30646,386461.276212757,0.49999934938376284,386461.27621151204,-6.506162371633373e-07,-1.244945451617241e-06,-0.07813841579387241,-0.1495168115743422
30647,386463.633999084,0.49999948369308833,386463.6340014351,-5.163069116687069e-07,2.351065631955862e-06,-0.06200798848352652,0.2823608348746613
30648,386466.760702626,0.4999946304447914,386466.7607033678,-5.369555208578625e-06,7.417984306812286e-07,-0.6448786758617848,0.08908931394723289
30649,386476.694852851,0.49999558306428077,386476.69485963247,-4.416935719231407e-06,6.78148353472352e-06,-0.530469945338092,0.8144499781404871
30650,386486.667288698,0.5000037150849561,386486.6672884987,3.715084956112946e-06,-1.993030309677124e-07,0.4461783097759303,-0.02393611197075686
30651,386493.521053272,0.5000141963530957,386493.521050113,1.4196353095741188e-05,-3.1589879654347897e-06,1.7049690394879704,-0.37939156914864064
30652,386502.86214626,0.4999986313006953,386502.8621425835,-1.368699304726828e-06,-3.6765122786164284e-06,-0.16437953629288177,-0.4415457664418647
30653,386506.913057001,0.49998020645855207,386506.9130817507,-1.9793541447932217e-05,2.4749664589762688e-05,-2.377186247971693,2.9724121102564056
30654,386511.711000109,0.4999993182997692,386511.71099880023,-6.817002308201481e-07,-1.3087410479784012e-06,-0.08187157503914377,-0.15717860442479475
30655,386541.142045037,0.5000061670915471,386541.1420523318,6.167091547104597e-06,7.294816896319389e-06,0.7406620616287466,0.8761008459763822
30656,386555.967543413,0.499993744042654,386555.9675419303,-6.255957345990826e-06,-1.4826655387878418e-06,-0.7513347629026982,-0.17806677690394823
30657,386595.506830128,0.4999994988317242,386595.50683228165,-5.011682758238045e-07,2.1536252461373806e-06,-0.060189852146569356,0.25864842488493955
30658,386598.803726519,0.49999942012689297,386598.8037330989,-5.798731070316698e-07,6.579910404980183e-06,-0.06964223048363628,0.7902412293803437
30659,386606.282325159,0.4999980313306368,386606.2823278256,-1.9686693631948415e-06,2.666609361767769e-06,-0.23643539228695554,0.32025734859939053
30660,386609.988698127,0.5000025627020015,386609.98869740195,2.56270200149622e-06,-7.2503462433815e-07,0.3077781695424073,-0.08707599611791689
30661,386619.871622029,0.5000016943955656,386619.8716121039,1.694395565632334e-06,-9.925104677677155e-06,0.20349535972837174,-1.191996005945588
30662,386626.091051713,0.5000030782487992,386626.0910499912,3.0782487991931617e-06,-1.721782609820366e-06,0.36969486903223225,-0.20678451871933057
30663,386651.172389394,0.5000057621700307,386651.1723904625,5.762170030676472e-06,1.0684598237276077e-06,0.6920313573713566,0.12832104887126544
30664,386654.832456107,0.49999768285976925,386654.83245593205,-2.3171402307453626e-06,-1.7497222870588303e-07,-0.278286425177606,-0.021014004843485725
30665,386668.581038833,0.49999872816148927,386668.58103183017,-1.2718385107302055e-06,-7.002847269177437e-06,-0.152746643409004,-0.8410355604491285
30666,386674.588589027,0.4999975977573598,386674.588590929,-2.402242640198171e-06,1.901993528008461e-06,-0.2885071468181796,0.22842768538447755
30667,386677.833311709,0.49998950936991593,386677.8333059359,-1.049063008407014e-05,-5.773094017058611e-06,-1.2599150906880736,-0.693343318157604
30668,386681.115333311,0.5000024677511551,386681.115326719,2.467751155088571e-06,-6.592017598450184e-06,0.2963746596193705,-0.7916952922570719
30669,386684.852067233,0.5000011487448048,386684.8520691039,1.1487448048352888e-06,1.8709106370806694e-06,0.13796320176795107,0.22469465857595414
30670,386715.618476996,0.5000007964635683,386715.6184755245,7.964635683199717e-07,-1.4715478755533695e-06,0.09565454704511671,-0.1767315557046449
30671,386724.163527714,0.49999553813914044,386724.16352686915,-4.461860859561462e-06,-8.44825990498066e-07,-0.535865413655964,-0.10146282977323745
30672,386725.548827574,0.5000122319607307,386725.5488366613,1.2231960730746394e-05,9.087321814149618e-06,1.4690473107781215,1.0913790492881397
30673,386727.462072465,0.500003879002483,386727.4620668226,3.879002482998217e-06,-5.642359610646963e-06,0.46586465502840674,-0.6776422353637022
30674,386732.402316457,0.49999132076313707,386732.40233748476,-8.679236862929596e-06,2.1027750335633755e-05,-1.0423684194018046,2.52541360802681
30675,386736.826076377,0.5000061703511934,386736.8260724814,6.170351193435231e-06,-3.89560591429472e-06,0.7410535421756117,-0.4678587119611196
30676,386741.478660516,0.4999941334715047,386741.47866799496,-5.866528495324097e-06,7.4789859354496e-06,-0.7045647136518564,0.8982193793512288
30677,386745.820027711,0.5000152738246025,386745.82001910266,1.5273824602535235e-05,-8.608330972492695e-06,1.8343723832640144,-1.0338526867275795
30678,386771.303617139,0.499985584360625,386771.3036201619,-1.4415639374987244e-05,3.022898454219103e-06,-1.7313051213237483,0.36304734315926285
30679,386771.581267193,0.5000136728812911,386771.5812666658,1.3672881291060257e-05,-5.272449925541878e-07,1.6421005538982716,-0.06332164200675106
30680,386781.989666437,0.49999986324431367,386781.98967052845,-1.367556863307584e-07,4.0914746932685375e-06,-0.016424233012196567,0.491382373404343
30681,386785.438086672,0.5000022694765127,386785.4380949335,2.269476512717361e-06,8.261529728770256e-06,0.2725620561796972,0.9922021741336047
30682,386800.166179501,0.49999512076400393,386800.1661800218,-4.879235996069209e-06,5.208421498537064e-07,-0.5859917863094627,0.06255266644694286
30683,386802.722766862,0.4999632440349932,386802.72278883925,-3.675596500679612e-05,2.1977233700454235e-05,-4.414357823481479,2.639445692859458
30684,386809.0005489,0.5000010650885898,386809.0005480407,1.0650885897689477e-06,-8.592614904046059e-07,0.12791616675220135,-0.10319652012625957
30685,386813.591882998,0.4999929683876947,386813.5918852164,-7.0316123053082435e-06,2.21841037273407e-06,-0.8444902150137217,0.266429059412817
30686,386830.536908818,0.5000028206965341,386830.53690419614,2.8206965341226464e-06,-4.6218628995120525e-06,0.338763077252063,-0.5550815125040908
30687,386831.940389328,0.5000083868056765,386831.9403868153,8.386805676496856e-06,-2.512708306312561e-06,1.0072477010253276,-0.3017739724163645
30688,386853.900556639,0.4999996660321467,386853.9005546337,-3.339678533165191e-07,-2.0053121261298656e-06,-0.04010923412856945,-0.24083615464501884
30689,386875.060550959,0.4999980760445591,386875.0605493556,-1.923955440907843e-06,-1.6034464351832867e-06,-0.23106529106312265,-0.1925724522366937
30690,386883.909605957,0.5000246059696163,386883.90959628357,2.4605969616287027e-05,-9.673414751887321e-06,2.955154475196628,-1.1617682757582186
30691,386889.429212515,0.4999986326662464,386889.4292224626,-1.3673337536102004e-06,9.947572834789753e-06,-0.16421553485110396,1.194694411091824
30692,386893.439953205,0.5000003600039581,386893.43995423155,3.600039580886616e-07,1.0265503078699112e-06,0.043236146529662435,0.12328775429797546
30693,386901.177315992,0.500018413882985,386901.1773094537,1.841388298495783e-05,-6.5382919274270535e-06,2.211490526783654,-0.7852428882415905
30694,386902.793568106,0.499993773304503,386902.79357212223,-6.226695496991397e-06,4.016212187707424e-06,-0.747820441566385,0.48234341523314306
30695,386903.464914428,0.49999145316538446,386903.46491342684,-8.54683461554151e-06,-1.0011717677116394e-06,-1.0264670304300811,-0.12023981480637207
30696,386908.309498054,0.5000026013550658,386908.3094953067,2.6013550658010587e-06,-2.7472851797938347e-06,0.31242036725872485,-0.3299464406529738
30697,386914.895903041,0.4999985173896455,386914.89590295445,-1.482610354486269e-06,-8.655479177832603e-08,-0.17806014931973607,-0.010395151431225307
30698,386931.518378511,0.500002749587219,386931.518382524,2.7495872190197446e-06,4.0130107663571835e-06,0.3302229134612643,0.48195892745323893
30699,386935.40588076,0.4999979302903139,386935.40587374876,-2.0697096860811115e-06,-7.011229172348976e-06,-0.2485702427727918,-0.8420422193637865
30700,386940.046799599,0.5000179888445355,386940.0468210926,1.798884453552141e-05,2.1493586245924234e-05,2.1604437972472863,2.58136007534631
30701,386959.360093368,0.49999784648057954,386959.3600974198,-2.1535194204558294e-06,4.051835276186466e-06,-0.25863571531724916,0.48662171562043954
30702,386975.954424556,0.49999840831980213,386975.95442294376,-1.591680197865486e-06,-1.6122357919812202e-06,-0.19115933788240672,-0.19362804595970312
30703,386982.785510439,0.5000038091582952,386982.78551675525,3.8091582952315406e-06,6.316229701042175e-06,0.4574764318750892,0.7585734176900608
30704,386984.542458729,0.500004640903737,386984.54245117446,4.6409037369743444e-06,-7.554539479315281e-06,0.557368299690926,-0.9072932909569654
30705,386992.991490646,0.4999962466729169,386992.9914843008,-3.753327083078073e-06,-6.345158908516169e-06,-0.4507711542931091,-0.7620477890830124
30706,386996.030170535,0.4999971226204929,386996.03017306403,-2.8773795071046493e-06,2.529006451368332e-06,-0.34557065053153013,0.30373136475042173
30707,387001.910338104,0.5000036583592308,387001.91034232336,3.6583592307737334e-06,4.219356924295425e-06,0.43936560197741337,0.5067409125397848
30708,387013.074426964,0.4999982763888318,387013.0744270072,-1.7236111681806499e-06,4.3190084397792816e-08,-0.2070041269081489,0.005187089685251632
30709,387015.07457762,0.4999976283127236,387015.07457641297,-2.371687276403467e-06,-1.2070522643625736e-06,-0.2848374755364833,-0.14496587439765918
30710,387035.835256997,0.49999573282114956,387035.8352597747,-4.267178850436704e-06,2.777727786451578e-06,-0.5124842821875868,0.3336025699055164
30711,387047.626905815,0.4999936606123755,387047.62691751274,-6.339387624509918e-06,1.1697760783135891e-05,-0.7613546631454995,1.40489038502194
30712,387049.852647785,0.5000125577165232,387049.85264133505,1.2557716523198259e-05,-6.44993269816041e-06,1.5081702838979516,-0.7746310255162374
30713,387060.399168063,0.49999436887803494,387060.39917688817,-5.631121965055108e-06,8.825154509395361e-06,-0.6762926043928721,1.0598929954574479
30714,387063.499501149,0.49999285801073395,387063.499501121,-7.141989266046256e-06,-2.7997884899377823e-08,-0.8577463871772294,-0.0033625204024340096
30715,387079.457966401,0.5000022008725334,387079.45796637156,2.200872533442144e-06,-2.9453076422214508e-08,0.26432278093336586,-0.00353728757511769
30716,387085.757410849,0.5000000754454795,387085.7574108775,7.544547953042269e-08,2.852175384759903e-08,0.009060933177780913,0.003425436584600135
30717,387090.417280528,0.4999987425286199,387090.41728871345,-1.2574713800783677e-06,8.185452315956354e-06,-0.1510211641410214,0.9830653463457019
30718,387123.9401361,0.5000001255643453,387123.9401381852,1.2556434525468063e-07,2.0852312445640564e-06,0.015080163171415644,0.25043436776880657
30719,387129.758541443,0.5000043138177619,387129.7585371533,4.3138177618917695e-06,-4.289671778678894e-06,0.5180855728521705,-0.5151856623238602
30720,387139.503367723,0.5000025598547515,387139.50337222486,2.5598547515048864e-06,4.501838702708483e-06,0.3074362174191988,0.5406667161011408
30721,387145.20552015,0.5000018929489282,387145.20552337426,1.8929489281616085e-06,3.2242387533187866e-06,0.22734143720443847,0.38722812917177685
30722,387148.124539303,0.4999998372515475,387148.1245408553,-1.6274845249242276e-07,1.5522819012403488e-06,-0.01954594048575772,0.1864276384451355
30723,387153.63991147,0.5000026732887961,387153.63991834683,2.673288796106732e-06,6.87682768329978e-06,0.32105954256233454,0.8259007232947219
30724,387158.287719973,0.4999982384336141,387158.2877113729,-1.7615663859271713e-06,-8.600123692303896e-06,-0.2115625138902434,-1.0328669998736435
30725,387168.151059611,0.5000034902478094,387168.15106132923,3.4902478094345213e-06,1.7182319425046444e-06,0.4191755738318286,0.2063580868179824
30726,387182.13521181,0.500001093721377,387182.13520427636,1.0937213770212395e-06,-7.533642929047346e-06,0.13135493834728434,-0.9047836343572279
30727,387183.167600101,0.5000060218093344,387183.1675918307,6.021809334399997e-06,-8.270260877907276e-06,0.7232138005873979,-0.9932507771697068
30728,387204.275346235,0.5000345470574847,387204.2752796901,3.454705748473508e-05,-6.654491880908608e-05,4.149070047754347,-7.991983965147277
30729,387216.069114302,0.4999868383105881,387216.06907621364,-1.3161689411900213e-05,-3.808835754171014e-05,-1.5807068761468346,-4.574376949883371
30730,387228.994253147,0.5000117222057491,387228.99425890535,1.1722205749076231e-05,5.758367478847504e-06,1.4078262031027204,0.6915746743700452
30731,387231.877018727,0.5000028162395921,387231.8770165834,2.8162395920849903e-06,-2.143613528460264e-06,0.33822780258442486,-0.25744602673687583
30732,387242.234724222,0.4999971136607794,387242.23473542434,-2.8863392205757954e-06,1.120235538110137e-05,-0.34664670393538427,1.345392648753508
30733,387244.147270866,0.49999269662571094,387244.14727340674,-7.303374289058251e-06,2.5407643988728523e-06,-0.8771285810277789,0.30514348350570586
30734,387245.403188204,0.4999988671408845,387245.4031843207,-1.1328591155157497e-06,-3.883265890181065e-06,-0.13605534499106772,-0.466376686336762
30735,387267.598620814,0.5000012324564809,387267.5986242113,1.2324564808707805e-06,3.3973483368754387e-06,0.14801689759543632,0.40801843203422744
30736,387272.84709813,0.49999906789307613,387272.8470994826,-9.321069238676927e-07,1.3526296243071556e-06,-0.11194519014630175,0.16244958235293455
